0	0,1,2,3,4,5	0,0,3.25,-3.25,0,0,0,-3.25,0,3.25,0,0,0,0,-3.25,0,3.25,0	0,1,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,-1	./models/1x1xCube.dae
1	6,7,8,9,10,11	0,0,3.25,-3.25,0,0,0,-3.25,0,3.25,0,0,0,0,-3.25,0,3.25,0	0,1,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,-1	./models/1x1xCube.dae
2	12,13,14,15,16,17	0,0,3.25,-3.25,0,0,0,-3.25,0,3.25,0,0,0,0,-3.25,0,3.25,0	0,1,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,-1	./models/1x1xCube.dae
3	18,19,20,21,22,23	0,0,3.25,-3.25,0,0,0,-3.25,0,3.25,0,0,0,0,-3.25,0,3.25,0	0,1,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,-1	./models/1x1xCube.dae
4	24,25,26,27,28,29	0,0,3.25,-3.25,0,0,0,-3.25,0,3.25,0,0,0,0,-3.25,0,3.25,0	0,1,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,-1	./models/1x1xCube.dae
5	30,31,32,33,34,35	0,0,3.25,-3.25,0,0,0,-6.5,0,3.25,0,0,0,0,-3.25,0,6.5,0	0,1,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,-1	./models/2x1xCube.dae
6	36,37,38,39,40,41	0,0,3.25,-3.25,0,0,0,-6.5,0,3.25,0,0,0,0,-3.25,0,6.5,0	0,1,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,-1	./models/2x1xCube.dae
7	42,43,44,45,46,47	0,0,3.25,-3.25,0,0,0,-9.75,0,3.25,0,0,0,0,-3.25,0,9.75,0	0,1,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,-1	./models/3x1xCube.dae
8	48,49,50,51,52,53	0,0,6.5,-3.25,0,0,0,-9.75,0,3.25,0,0,0,0,-6.5,0,9.75,0	0,1,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,-1	./models/3x2xCube.dae
